loan_number,application_date,lock_date,note_rate,LTV,CLTV,DTI,FICO,UW_system,funded_date,action_date,file_status,loan_program
10041295,07/28/24,2024-08-31,7.58,74.250%,85.60%,33.255%,687, DU ,11/03/2024,N/A,funded,Jumbo
10014859,Nov 04 2023,2023-12-08,6.43,68.946%,0.7382, 47.8 ,750,DU,01-11-2024,,FUNDED,Conv 30yr
10032062,Feb 05 2024,20240208,6.9,105.0,1.15,31.187%,774,Loan Product Advisor,,2024-03-08,CANCELLED,30 Year Conventional
10035057,03-03-2025,Mar 12 2025,6.64,63.676%,67.105%,52.68%,732,DESKTOP UNDERWRITER,20250508,,Fund,NULL
10012118,03/13/26,Mar 19 2026,6.81,74.822%,78.11,53.36%,770,Desktop Underwriter,,May 16 2026,Cancelled,30 Year Conventional
10047902,Jun 18 2025,07/04/25,6.27%,74.45,68.39,32.48%,732,DESKTOP UNDERWRITER,NA,08/12/25,CXL, conventional 30 
10001286,May 31 2026,Jun 13 2026,5.51,60.14, 62.2 ,36.128%,667,Desktop Underwriter,08/13/2026,None,funded,Conv 30
10016774,10/06/2025,Oct 11 2025,4.599%, 61.4 ,69.07,41.25,701,du,2025-11-30,N/A,Fund, conventional 30 
10016619,20260327,04/25/26,6.98,,72.116%,28.119%,721,Loan Product Advisor,NULL,20260602,DENY,Conventional 30YR
10013298,20250527,20250626,0.0608,68.23,78.92%,0.352,810, DU ,Jul 08 2025,NULL,Funded,VA
10027958,Jan 30 2023,2023-01-31, 6.5 ,95.36%, 101.4 ,20.824%,753,Desktop Underwriter,03-28-2023,None,funded,Conv 30yr
10039917,20260204,02-25-2026,6.62,48.095%,56.40%, 46.0 ,691,Loan Prospector,,04-02-2026,Declined,JUMBO30
10001044,2026-04-20,May 30 2026,6.80%, 77.6 ,78.29,38.41,850,DESKTOP UNDERWRITER,Aug 15 2026,NULL,Closed/Funded,Conventional 30YR
10027102,Aug 06 2024,09-20-2024,7.47%,0.663,59.63,0.5711,648, DU ,,2024-09-30,Canceled,FHA 30YR
10039077,20241114,12-22-2024,7.499%,73.39,0.7376,56.81,756,DU,20250113,N/A,Funded,Conv 30
10041678,01/12/25,01/18/25,6.77, 73.2 ,0.7024,40.348%,544,LP,,02-28-2025,cancel,Conv 30
10029913,01/26/2025,2025-03-01,0.0566,63.4,72.739%,35.827%,723,Loan Product Advisor,04-24-2025,N/A,Fund,Jumbo 30YR
10017516,20230529,2023-06-22,0.0777,66.36%,69.68,47.38%,791,DESKTOP UNDERWRITER,20230914,NA,funded,30YR FHA
10041444,06/09/24,Jun 27 2024, 6.0 , 78.1 ,83.93,26.96,735,du,09-04-2024,N/A, Funded ,Conventional 30YR
10015885,09/14/23,09/27/23,0.0577,95.24,91.42%,23.03,737,D.U.,Nov 26 2023,,Fund,CONV30
10003170,01/10/24,01-12-2024, 8.0 ,61.660%,59.66%,37.22%,697,DU,02-05-2024,,funded,Conv 30
10028639,2024-09-08,09/30/2024,6.45,0.7087,78.35,40.85%,719,Loan Prospector,20241020,None,FUNDED,Conventional 30YR
10036153,Mar 09 2025,Mar 23 2025,6.14,0.7104,66.99, 21.9 ,806,MANUAL UW,,04-29-2025,Withdraw,30 Year Conventional
10000427,06/05/24,20240701,6.28,80.4,78.41%,42.15,778, DU ,08/27/2024,N/A,Closed/Funded,CONV30
10032716,2025-08-18,09/03/25,7.49,77.33,82.171%,37.15,753, DU ,20251002,N/A, Funded ,Non-Conforming 30
10039431,Apr 19 2025,05-18-2025,5.291%, 102.9 ,1.0468,32.71,692,manual,NULL,20250620,Declined,V.A.
10044335,20250309,03/01/2025,6.252%,78.95%,74.696%,0.4809,770,du,May 07 2025,NULL,FUNDED,FHA30
10034403,20260117,02/06/2026,7.03,98.999%,113.37,48.5,838,Desktop Underwriter,20260304,N/A,Funded,F.H.A.
10042189,Feb 04 2023,Mar 14 2023,8.515%,63.16,68.8,28.922%,719,LP,Apr 26 2023,NA,funded,30 Year Conventional
10020437,Aug 18 2024,08-01-2024,7.30%, 72.0 , 66.5 ,0.5324,637,DESKTOP UNDERWRITER,2024-12-25,N/A,Funded,F.H.A.
10015189,Aug 13 2024,Aug 25 2024,6.63,100.69%, 97.3 ,22.06,716, LPA ,09-17-2024,,funded,Conventional 30YR
10001191,12-08-2023,01-15-2024,7.7, 60.4 ,68.0,21.25%,681, DU ,,20240229,Expired,FHA 30YR
10003230,2025-03-28,Apr 06 2025, 7.0 ,0.8911, 97.5 ,34.63,686,Loan Product Advisor,NULL,04/10/2025,CXL,Conventional 30YR
10030791,2024-03-28,05/12/2024,0.0646,94.993%,103.26, 40.5 ,618,MANUAL UW,N/A,2024-07-21,Credit Denied,Conv 30yr
10030249,May 16 2024,2024-05-21,6.46%,0.7892, 83.3 , 46.2 ,637,Desktop Underwriter,20240604,NA,Fund,Conv 30yr
10026269,02-14-2024,03-28-2024,6.527%,54.836%, 56.2 ,37.02,837,D.U.,06/23/2024,NA,Closed/Funded,30 Year Conventional
10000933,20241026,Nov 20 2024,4.73,92.23,101.75, 40.1 ,696,du,02/15/25,N/A,Fund, conventional 30 
10040825,20250407,04-25-2025,0.0666,95.68%, 93.0 , 42.5 ,603, DU ,NA,2025-05-05,cancel,30yr fixed
10005357,08-04-2024,Sep 01 2024,6.86, 101.1 ,102.349%,0.4625,733,LP,09/21/2024,NULL,funded,F.H.A.
10033567,01/15/26,,6.08,72.726%,0.7482,39.03,722,LPA,2026-03-29,,Fund,30yr fixed
10035330,2024-07-28,08/29/24,7.241%,78.21,75.149%,52.65,713,Loan Prospector,,09/02/24, WITHDRAWN ,JUMBO30
10041541,Jun 07 2024,07/08/24,0.0573,82.34%,0.8442,0.3117,740, DU ,2024-08-23,N/A,Fund,Conventional 30YR
10030332,03-09-2025,03-22-2025, 7.7 ,105.00%,107.924%,22.38,616,Loan Product Advisor,06/13/2025,None,funded,CONV30
10041918,Feb 02 2026,03-12-2026,6.104%,87.03,89.1, 19.1 ,641, LPA ,04-12-2026,NA,FUNDED,Non-Conforming 30
10014769,2025-06-15,07/17/25,six point five,0.6176,51.63%, 51.2 ,763,DU,2025-09-28,NULL,Closed/Funded,Jumbo
10004531,20260122,02-09-2026,0.0638,46.87%,0.6583,26.258%,734,Desktop Underwriter,,03-07-2026,CANCELLED,Conventional 30YR
10002142,2025-12-19,01-30-2026,0.0546,56.82,68.75%,0.2465,754,DU,03/10/2026,,Fund,VA30
10037332,20240825,Oct 04 2024, 6.1 ,74.035%,74.0, 31.7 ,701,LPA,11-29-2024,,Funded,Conventional 15YR
10021222,2025-05-24,Jun 26 2025,6.548%,999, 57.8 ,33.2,703,Loan Product Advisor,,08-24-2025,Denied,Non-Conforming 30
10020208,2025-05-06,20250507,6.5,104.2,1.0906,38.92%,783,DU,05-26-2025,N/A,Closed/Funded,FHA 30YR
10046468,2026-06-11,07-15-2026,0.0628,60.468%,0.6263,0.4138,676,du,2026-07-30,,Closed/Funded,CONV30
10045542,01/11/2025,2025-01-15,6.36%,77.111%,0.7894,23.66,682,Manual,Mar 24 2025,, Funded ,F.H.A.
10009325,Feb 17 2026,03/02/26,4.17%,65.01%,61.34,39.37,850,DU,04/11/26,, Funded ,FHA 30YR
10032989,20241030,2024-11-20,0.0645,79.53,0.7075,33.76%,745,Loan Product Advisor,12/04/2024,NULL,NA,30 Year Conventional
10041729,2024-07-22,2024-08-26,0.0566,N/A,0.73,34.06%,768,Desktop Underwriter,NULL,10/01/2024,Canceled,CONV30
10037155,20250408,Apr 29 2025,N/A,51.68,55.67,8.98,787,manual,N/A,06/11/25,DENY,Non-Conforming 30
10025714,12/24/2025,Feb 02 2026,6.434%,77.76, 79.7 ,31.07,712, DU ,03/20/2026,,Closed/Funded,FHA30
10020019,09/01/25,09-29-2025,7.209%, 69.8 ,0.7157,18.326%,742,DESKTOP UNDERWRITER,2025-10-31,N/A,Closed/Funded,FHA 30YR
10018925,20251007,20251119,6.358%,0.6151,0.672,30.81%,725,du,Feb 05 2026,, Funded ,Jumbo
10002559,2025-10-11,20251123,6.43%,66.70%, 78.3 ,44.7,seven hundred, DU ,02/21/2026,NA,FUNDED,30yr fixed
10020092,12-27-2025,Jan 19 2026,7.581%, 86.1 ,84.879%,0.3776,708,MANUAL UW,02-28-2026,NULL,Fund,Conventional 30YR
10037106,08-23-2024,09/26/2024,7.63%,94.18%,0.8963, 43.1 ,768, DU ,20241019,N/A,Closed/Funded,30yr jumbo
10014169,Jun 18 2023,20230623,4.986%,44.52%,49.51,30.00%,682,Desktop Underwriter,2023-07-12,NULL,Fund, conventional 30 
10011271,06-14-2024,06-24-2024,5.35,0.846,85.09,26.41,704,DU,09-16-2024,N/A,Funded,Conv 30
10016571,06-16-2025,20250703,6.93,78.89%,81.95%,39.75,819,LPA,07/15/25,,funded,JUMBO30
10048308,,Mar 17 2026,6.61%,88.19,93.89,49.261%,732, DU ,06/04/2026,None,funded, conventional 30 
10021400,08-19-2025,20250916,6.93,89.78%,91.49,38.33,673,DESKTOP UNDERWRITER,2025-10-29,NA,Fund,Conventional 30YR
10024743,20250902,10/11/2025,4.658%,81.489%,0.7884,35.37%,688,manual,NULL,20251122,,30yr fixed
10033637,05/26/26,2026-06-26,5.492%,76.87,70.388%,49.42,775,manual underwriting,N/A,06/29/26,WD,V.A.
10006886,2024-01-08,01/12/24,six point five,75.15%, 82.4 ,35.26,752,manual underwriting,2024-02-25,NA,funded,30YR FHA
10035570,01/11/2024,20240222,6.23,91.84,96.89,42.47%,786,DU,03/10/24,None,Funded,Conv 30yr
10046905,20251023,12/03/2025,6.159%, 75.1 , 88.9 ,28.08%,756,Desktop Underwriter,12/26/2025,N/A, Funded ,FHA30
10040451,06/22/2026,07/15/2026,7.81,73.508%, 72.8 ,42.961%,797, DU ,08/12/2026,NA,Fund,FHA 30YR
10009003,Sep 13 2025,09/29/2025,6.36,82.03%,84.63,44.08,815,Loan Product Advisor,Nov 25 2025,N/A, Funded ,Jumbo 30YR
10000958,07/15/23,2023-08-17,6.10%,71.06,0.7351,29.89%,697,D.U.,11/09/2023,NULL,Funded,Conv 15
10027073,Jan 18 2023,02-16-2023,0.0824,49.56%, 49.9 ,0.4592,712,LP,04/01/2023,,FUNDED,CONV30
10002761,12/02/24,2024-12-21,7.230%,68.81%,73.9,39.45,756,LPA,Feb 14 2025,,Closed/Funded,CONV15
10048919,09-18-2023,20230924,6.86,90.585%, 104.8 ,46.303%,753,DESKTOP UNDERWRITER,NA,Oct 10 2023, WITHDRAWN ,Conv 30
10031010,02/15/2026,03/07/2026,0.0749, 71.5 ,70.71,37.8,777,LPA,20260528,NULL,FUNDED,FHA 30YR
10006315,2023-10-10,20231119, 7.8 ,95.66%,107.16%, 39.2 ,629,manual underwriting,12/17/23,NA,Fund,F.H.A.
10010895,20240808,08/26/24,6.469%,150%,0.7133,31.97,692,LPA,NA,09/03/24,CANCELLED,VA30
10042968,2023-01-10,02-07-2023,5.128%, 68.1 ,66.393%,0.2513,714, LPA ,,2023-03-03,DENY,Conv 30
10000370,06/02/25,07/13/25,6.17,0.8113,83.97, 42.3 ,778,DU,08-18-2025,,Funded,Conventional 30YR
10039398,01/04/23,01/19/23,4.689%,75.46,73.83,25.54%,720,lpa,2023-04-15,N/A,NA,CONV15
10012692,Mar 15 2026,03-25-2026,6.843%,0.8518,94.04%, 27.0 ,736,LP,20260616,,funded,FHA 30YR
10018474,01/06/24,NULL, 4.7 ,87.82,105.292%,32.63,755,manual,NA,03/22/24,denied,Conv 30
10034932,05-18-2026,20260628,5.65%,0.5666, 49.3 ,43.1,665,Desktop Underwriter,08/17/26,NA,FUNDED,30yr jumbo
10034219,11/07/2023,12/08/23,5.982%,78.03,81.33,0.256,761,Desktop Underwriter,2024-01-13,,funded, conventional 30 
10014533,08/19/2025,20250902,5.21,0.7191,0.8013,37.296%,765, DU ,10-10-2025,,Funded,CONV30
10047602,04-15-2024,2024-05-06,5.214%,81.48%,91.44,46.478%,736,du,Jun 15 2024,,Funded, conventional 30 
10008872,2023-11-13,20231213,6.98,84.03%,86.99,34.78,775,Loan Product Advisor,02/09/24,None, Funded ,Conv 30
10016942,2025-09-26,Nov 05 2025,0.0618,62.06,62.829%,36.12%,567,D.U.,2026-01-21,None, Funded ,30 Year Conventional
10046436,04/02/26,05-07-2026,5.528%, 85.1 ,80.64,42.239%,736,D.U.,Jun 03 2026,,FUNDED,15 Year Conventional
10036525,09-24-2025,09-29-2025, 5.8 ,74.64,65.09,30.28%,803, LPA ,,11-03-2025,denied,Conventional 15YR
10036207,07/27/25,Aug 11 2025,0.0786,41.12%,0.485, 54.9 ,718,MANUAL UW,NA,09/07/2025,withdrawn,None
10029250,08/15/2023,2023-09-03,6.06,69.87,83.52%,50.997%,750,Desktop Underwriter,,2023-09-17,DENY,Jumbo 30YR
10024097,2024-08-14,09-27-2024, 5.2 ,93.29%, 93.4 ,32.24,820,du,11/02/2024,, Funded ,30yr jumbo
10007887,08/21/2023,Sep 30 2023,6.37,0.5665,0.6215,37.96,761,manual,2023-10-11,,Fund,Conventional 30YR
10046150,12/31/24,01/26/2025,8.32, 51.3 ,0.5003,40.252%,695,Desktop Underwriter,N/A,2025-03-14,Withdrawn,Conv 30
10043623,09-14-2024,10-08-2024,7.41,74.64,0.7723,34.83%,683,Desktop Underwriter,Dec 22 2024,N/A,Closed/Funded,30 Year VA
10016426,05/26/2026,05/27/2026, 7.0 ,0.7598,68.17,41.54,702,Desktop Underwriter,Jun 29 2026,N/A, Funded ,15yr fixed
10021093,11/03/2024,2024-12-16,6.551%,73.486%,85.83%,23.346%,793,Manual,Jan 12 2025,None,Closed/Funded,Conv 30
10023829,2024-09-10,10-18-2024, 5.0 ,83.564%,71.252%, 47.8 ,595,Loan Prospector,2025-01-06,, Funded ,CONV30
10045538,NULL,20230929,5.763%,88.781%,88.51%,40.8,692,Loan Prospector,,20231105,Lock Expired,CONV30
10005662,02/27/2026,20260407,5.42,0.6265, 63.0 ,0.4671,702,D.U.,N/A,None,Closed/Funded,Jumbo 30YR
10003310,02/23/23,Apr 08 2023,6.27, 94.2 ,103.23,0.5245,729,Loan Product Advisor,May 17 2023,,Fund,30YR FHA
10019149,07-21-2023,08-05-2023,7.13%,76.915%,0.8584, 37.2 ,604,DU,09/12/2023,NULL,Closed/Funded,30 Year Conventional
10003057,09/30/2023,10/28/23,5.163%,0.8459,82.56%,0.4039,737, LPA ,,01-06-2024, WITHDRAWN ,FHA
10001906,08/21/25,Aug 25 2025, 4.4 ,96.72,94.01,21.63,670,Loan Prospector,10/21/25,,FUNDED,30yr fixed
10036957,03/10/2024,04-15-2024,4.45,89.94,1.0158, 60.2 ,803,DU,N/A,05/23/2024,W/D,30yr fixed
10004157,20260515,05/26/2026, 7.4 , 52.5 ,54.29%,46.55,690,DESKTOP UNDERWRITER,Jun 27 2026,,Funded,30 Year Conventional
10000944,2026-04-17,May 30 2026,0.0781,89.49,101.09,36.28%,724,DU,Aug 08 2026,N/A,Fund,CONV15
10027437,2024-11-19,20241211,7.50%,48.63,59.35,64.807%,678, DU ,2025-01-01,None,FUNDED,15yr fixed
10046778,08-07-2025,2025-09-10,4.804%,65.77%,72.925%, 18.9 ,732,lpa,Oct 30 2025,,FUNDED,30yr fixed
10038242,20230611,2023-06-17, 4.3 ,64.28,73.6,50.856%,748,D.U.,Aug 20 2023,,funded,FHA 30YR
10012053,05/21/2024,May 30 2024,6.88%,54.85,61.07%,37.615%,695,LP,Jul 18 2024,N/A,Funded,FHA30
10002295,Apr 29 2023,May 25 2023,5.95,96.44%,83.17%,0.2048,780,manual underwriting,07/08/23,N/A,Funded,CONV30
10006804,09/16/2023,09-27-2023,6.089%,95.69,96.335%,37.23,769,D.U.,12-13-2023,N/A, Funded ,FHA
10013660,20230730,20230911,5.41%,0.784,71.871%,38.73,682,D.U.,NA,11-04-2023,W/D,Conv 30
10025024,2024-10-26,11/20/2024, 6.8 ,74.88, 81.0 ,49.64%,731,Desktop Underwriter,20250123,NA,Closed/Funded,30YR FHA
10045622,2026-01-23,02-14-2026,4.18%,93.88%,0.9163, 36.3 ,712,DESKTOP UNDERWRITER,03-12-2026,,Closed/Funded, conventional 30 
10024892,11-02-2025,Nov 13 2025, 5.5 ,None,85.79,28.82,647,LPA,,20251118,CANCELLED,JUMBO30
10040377,20250322,None,0.0587,87.903%,92.13%,35.79,759,LP,06/10/2025,NA, Funded ,30YR FHA
10044402,07/09/23,07/23/2023,5.03%,70.31,83.674%, 32.9 ,817,Desktop Underwriter,None,08-07-2023,withdrawn,30 Year Conventional
10032280,11/04/23,2023-12-03,0.0483,71.57%, 80.4 ,41.107%,758,Desktop Underwriter,02/06/24,,Closed/Funded,CONV30
10036412,20260226,20260320,7.07%, 60.9 ,62.08,37.23,689,du,06/15/26,NULL,Funded,F.H.A.
10044304,04/17/2023,05-17-2023,6.339%,74.28%,77.3,39.31%,738,Desktop Underwriter,07-22-2023,NA,Funded,CONV30
10000290,Jun 07 2023,06-23-2023,6.99%, 94.3 ,95.97,21.61,706,Desktop Underwriter,07-18-2023,N/A, Funded ,Conventional 30YR
10030830,10/08/24,Nov 17 2024,6.99,0.5962,53.86,48.657%,709,Desktop Underwriter,Dec 12 2024,NA,Closed/Funded,Conventional 30YR
10045552,10-28-2023,20231209,0.0588,98.93, 108.2 ,50.72,763,lpa,Jan 09 2024,,Funded,Conv 30
10009572,Jun 12 2023,06/29/23,6.52,69.05,69.34,0.3558,765,D.U.,20230709,,Funded,VA
10008823,02-19-2025,03-09-2025, 7.0 ,0.6358,55.95,56.42%,735,LP,,Mar 21 2025,Withdrawn,NA
10027478,12/17/2024,Jan 08 2025,6.79,0.8317,83.29,42.25,806, DU ,N/A,2025-02-04, WITHDRAWN ,Conventional 30YR
10045186,04/14/2024,Apr 23 2024,5.260%,0.946,100.22%, 27.4 ,727,Manual,20240706,NA,Closed/Funded,Non-Conforming 30
10017708,20230706,Jul 29 2023,5.685%,60.46,59.150%,34.35,747,manual underwriting,2023-09-26,NA,Fund,Conv 30yr
10005117,10/07/2023,Oct 18 2023,0.0724,88.80%,86.04,0.3894,698, LPA ,2023-12-27,NA,Funded,Conv 30
10029082,20251105,11/07/2025,0.0462,81.804%,0.7719,38.64,,Desktop Underwriter,01/24/2026,NULL, Funded ,30yr fixed
10037138,11/30/24,2024-12-22, 6.1 ,101.6,93.09, 30.9 ,794,DESKTOP UNDERWRITER,Jan 21 2025,None,Fund,15yr fixed
10022479,Jun 26 2024,2024-08-01,6.76,84.87,89.24,0.3259,731,lpa,20241025,NULL, Funded ,Conv 30
10011637,02/15/26,03/05/26,6.992%,0.7314,78.99%,39.35%,802,lpa,04/29/26,NA,FUNDED,30 Year Conventional
10036697,20250401,05/05/25,6.0,68.91,73.51%,0.3056,793,Loan Prospector,20250724,N/A,funded, conventional 30 
10032688,20240911,10/22/2024,5.358%,65.588%,0.7056, 40.7 ,802,manual underwriting,Nov 19 2024,NULL,Fund, conventional 30 
10023574,01-27-2023,02/14/23,5.358%,77.9,NULL,25.583%,636,du,03/15/23,NA,funded, conventional 30 
10038955,20240503,,6.24%,85.46,90.748%,34.65,661,DU,08-08-2024,N/A,None, conventional 30 
10022969,03-09-2024,Apr 04 2024,6.46,82.30%,93.65%,30.45,773,LP,06/27/2024,N/A, Funded , conventional 30 
10027143,01-21-2026,03/06/26,8.72,95.51%, 93.7 ,32.042%,760,du,04-27-2026,,funded,Conv 30
10031878,20250203,02-12-2025,0.051,69.373%,66.69,45.61,692, DU ,20250502,None, Funded ,Non-Conforming 30
10024552,2025-06-04,06-22-2025,0.0525, 90.8 ,90.147%,34.35%,703,lpa,,20250706,Declined,30yr fixed
10040284,06/23/24,20240804, 6.5 ,0.6639,0.7733,34.3,653,DU,08/16/2024,NULL,Funded,30yr fixed
10014923,NA,02-12-2024,6.29%,80.43,93.937%,47.81,742, DU ,2024-04-12,NULL,Fund,Conventional 30YR
10043231,Aug 10 2024,20240901,0.0614,75.77%,79.12,23.68,831,LPA,09-20-2024,NA,FUNDED,30yr jumbo
10039695,20241018,10/25/24,8.35,0.7586,75.81,41.747%,N/A,LPA,2024-12-18,NULL,Funded,Conv 30yr
10046748,03-04-2023,20230331,6.16%,68.839%,74.29,17.84,695,du,05-26-2023,NULL,funded,CONV15
10043768,09-20-2025,09/24/2025,4.76%,62.76,53.07,33.75%,702, DU ,20251219,,funded,Conv 30
10026843,Jul 31 2024,08-04-2024,0.0695, 78.9 ,73.80%,57.02,707,DU,,Aug 07 2024,DENY,Conventional 30YR
10030179,07/25/23,08-20-2023, 4.5 ,70.16%,77.04%,28.0,740,lpa,10/23/2023,NULL, Funded ,Conv 30
10009581,04/07/25,2025-04-14,6.512%,71.82, 68.4 ,35.05,750,Loan Prospector,Jun 29 2025,,Funded,Conv 30
10028680,01/08/25,2025-02-11, 6.9 ,62.37, 62.3 ,35.82,715,lpa,Apr 03 2025,None,FUNDED,CONV15
10032824,12-25-2023,Jan 10 2024, 6.5 ,87.52, 86.8 , 18.9 ,771,Desktop Underwriter,None,2024-03-17,Expired,Conventional 30YR
10046876,Nov 01 2025,12/05/2025,5.419%,61.94%,62.359%,44.44,817,D.U.,12/28/25,,funded,30YR FHA
10038984,08/18/2025,Sep 10 2025,0.0658,75.76, 87.5 , 32.0 ,762,MANUAL UW,11-17-2025,None,Closed/Funded,Conv 30
10049188,09/02/25,10/11/25, 5.0 ,80.702%,85.25,52.11,742,du,12/12/25,N/A,Funded, conventional 30 
10006082,Jun 17 2023,2023-07-27,0.0632,61.30%,65.31, 35.6 ,803,DESKTOP UNDERWRITER,,20230811,Credit Denied,CONV30
10038420,04-23-2024,06-03-2024,5.18,80.21,88.06,0.3966,740,manual,Aug 30 2024,,funded,CONV15
10019493,08-25-2025,10/07/2025,0.0641,0.7227, 70.5 ,27.31,706,du,N/A,11/29/2025,Withdraw,30 Year Conventional
10001128,Aug 01 2025,2025-08-06,6.739%,58.41, 57.7 ,0.487,768,DU,20250929,,Closed/Funded,V.A.
10027134,01/11/25,02-25-2025, 6.4 ,81.709%,N/A, 50.1 ,604,D.U.,NULL,20250311,CXL,FHA30
10027721,2024-02-28,03/14/2024, 5.2 , 68.1 ,63.97,45.821%,685, LPA ,N/A,2024-05-18,Withdrawn,15 Year Conventional
10036053,20230810,Sep 07 2023, 6.4 ,0.8745,N/A,37.6,754,D.U.,20231128,NA,FUNDED,FHA
10046373,20240527,06/06/24,,0.8672,85.15%,37.801%,762,Loan Prospector,06-28-2024,,funded,30 Year Conventional
10016414,12-24-2025,20260106,0.0705,78.59%,90.35,35.9,765,manual underwriting,02/15/2026,,Closed/Funded,Conventional 30YR
10039880,07-25-2023,09-01-2023,5.52, 54.0 ,0.5033,42.12,790,Man UW,N/A,09/21/23,WD,30yr fixed
10030452,20250306,04/04/25,4.92,150%, 93.9 ,31.11,683,DU,20250524,,Funded,JUMBO30
10015023,2026-03-30,2026-04-18,5.71,79.92%, 91.8 , 57.5 ,763,manual underwriting,2026-06-01,N/A,funded,30YR FHA
10009236,07/10/24,07/14/24,4.76,92.07,1.0033,0.4026,786,DU,08/05/24,N/A,Funded,CONV30
10009846,11/03/23,20231124, 5.7 ,1.05,115.000%,0.2868,623, DU ,NA,2023-12-07,Expired,F.H.A.
10010021,Jun 17 2025,07/17/25,4.0,79.415%,0.7978,41.39,683,DESKTOP UNDERWRITER,NULL,20250815,Cancelled,None
10047257,03-18-2024,2024-04-28,6.771%,94.204%,101.33,0.2484,719, DU ,Jun 04 2024,,Closed/Funded,30YR FHA
10004852,07/07/25,08/06/25,0.0758,94.54,96.380%,49.74,760,lpa,Oct 08 2025,, Funded ,Conv 30yr
10020297,2023-11-25,20231211,6.56,83.44%,77.637%,26.950%,685,DU,Jan 23 2024,None,funded,30yr jumbo
,06/15/2024,20240706, 5.7 ,94.03, 87.3 ,42.37,776,du,08-05-2024,N/A,Closed/Funded,VA
10038450,07-02-2023,07/29/2023,6.25,92.84,104.12, 22.2 ,723, DU ,10-21-2023,N/A,FUNDED,Conventional 30YR
10026263,Oct 21 2025,10-26-2025,7.97%,94.709%, 95.7 ,0.4744,681,MANUAL UW,01/24/26,,Fund,VA30
10048310,2025-03-18,20250412,7.896%,80.42,89.805%,33.30%,674,Desktop Underwriter,06/24/2025,,funded,30 Year VA
10006246,,20240714,7.3,41.06%,42.845%, 42.6 ,830,DU,2024-08-01,,Fund,Conv 30
10043657,08/10/2025,08/28/2025,0.0739,71.365%,78.42,34.985%,658,du,,09/23/25,Expired,30 Year Conventional
10042309,20230128,Feb 13 2023,7.405%,53.59,0.5479,50.74,735,Loan Prospector,May 03 2023,None, Funded ,Conv 30yr
10001465,06/10/26,20260709,4.49%, 72.2 ,0.932,0.3321,806,DESKTOP UNDERWRITER,2026-09-01,None,Funded,VA 30YR
10045437,2024-09-11,Oct 15 2024,4.82,51.07,62.48%,32.47,825,Loan Prospector,NULL,12/21/2024,W/D,Conventional 30YR
10040349,03/11/24,04-11-2024, 8.6 ,73.64%,78.19%,48.54,767, DU ,20240521,None,Funded,CONV30
10024132,Apr 18 2024,20240427,5.30%,1.05,1.063,40.08%,693,DESKTOP UNDERWRITER,20240531,N/A, Funded ,Conventional 30YR
10033946,03-01-2025,03/21/2025,5.79,63.68,84.59,39.47,694,D.U.,05-22-2025,NULL,FUNDED,30 Year Conventional
10023639,Feb 03 2024,03-19-2024,6.8,0.7781,76.43%,29.96%,701,LP,NULL,05/21/24,Withdrawn,CONV30
10018390,20230707,08-16-2023, 7.5 , 51.4 ,62.82,0.4793,771,D.U.,20231002,NA,Funded,Conv 30yr
10038293,2024-10-04,10-13-2024,5.89%, 69.0 , 73.5 , 29.5 ,727,DESKTOP UNDERWRITER,Nov 15 2024,N/A, Funded ,CONV30
10005287,03-20-2023,03/25/2023,8.39%,0.6972,,50.7,725,D.U.,,20230524,DENY,Conventional 15YR
10010592,Jun 04 2023,07/05/2023,5.121%,78.38,0.7942,26.19,777,LPA,08-06-2023,NA,funded,CONV30
10041191,02/03/2026,2026-03-01,0.0633,74.564%,74.44,39.28,763,lpa,05/03/2026,NA,Closed/Funded,F.H.A.
10038838,03-26-2024,04/06/24,7.67%,76.38,0.8885, 24.5 ,698,du,May 22 2024,NULL,Closed/Funded, conventional 30 
10019081,01-11-2025,02-15-2025,6.43%,76.71, 82.1 ,45.87,732, LPA ,05/07/2025,,Funded,V.A.
10038551,20240202,20240313,6.74%,80.802%,0.9507,0.1568,650,Desktop Underwriter,May 20 2024,None,funded,Conventional 30YR
10031541,11/11/25,11/13/25,7.562%,103.240%, 111.5 , 29.8 ,772,LP,20260101,N/A,FUNDED, conventional 30 
10042499,20250618,06/25/25,7.137%,0.8577, 85.1 ,47.404%,740,DU,09/03/25,NULL,Fund,N/A
10038977,03/19/23,N/A,7.23,59.41,65.07,39.277%,770,DU,05-04-2023,N/A,FUNDED,30YR FHA
10030672,2024-03-18,04/17/24,0.0694,85.957%,97.3,36.572%,844,DESKTOP UNDERWRITER,20240623,NULL,FUNDED,Conv 30yr
10043519,2023-05-09,06/23/23,6.65,0.5074,46.69,0.3339,687,du,08/26/2023,N/A,funded,15yr fixed
10020386,20241012,Oct 14 2024,6.82,100.73,108.138%,41.52%,747,LP,11/01/24,NA,Fund,30yr fixed
10014866,Mar 09 2023,03-30-2023,7.45,0.9363, 95.1 ,32.61%,740,DU,,2023-06-02,expired,Conv 30yr
10037975,2025-10-03,11/06/25,4.41%,71.73,0.7072,0.4815,751,D.U.,2025-12-26,,funded,30 Year Conventional
10008880,07/22/2024,Aug 17 2024,0.0547,0.71,80.272%, 21.1 ,742,DESKTOP UNDERWRITER,Sep 09 2024,NA,Fund,30yr fixed
